FødevareNavn;FoodName;FoodID;TaxonomicName;NCBI;FoodEx2Code;FoodEx2Description;FoodOntology;LangualCode;EurofirFoodClassificationCode;Nøglehulsmærket;FoodGroupID;FødevareGruppe;FoodGroup;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Squash, rå;Squash, raw;56;Cucurbita pepo var. melopepo (Linnaeus, 1753);3665;A00JR#F20.A07QT$F20.A07QH;Courgettes, PART-CONSUMED-ANALYSED = W/o caps / crown, PART-CONSUMED-ANALYSED = W/o stem;FOODON_00004138;A0152,A0455,A0629,A0676,A0705,A0731,A0826,B1208,C0140,E0150,F0003,G0003,H0003,J0003,K0003,M0001,N0001,P0024,Z0001;A0826;1;41;Frugt-grøntsager;Fruit -Vegetables;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Artiskok, rå;Artichoke, raw;57;Cynara cardunculus var. scolymus (Linnaeus, 1753);59895;A00RS#F20.A07QH;Globe artichokes, PART-CONSUMED-ANALYSED = W/o stem;FOODON_03301773;A0152,A0455,A0629,A0650,A0705,A0731,A0826,B1466,C0237,E0150,F0003,G0003,H0003,J0001,K0003,M0003,N0003,P0024,Z0001;A0826;1;40;Blad- og stængelgrøntsager;Leaf and stem vegetables;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mungbønner, tørrede, rå;Beans, mung, dried, raw;58;Vigna radiata (Linnaeus, 1753) (R. Wilczek, 1954);157791;A013D#F20.A07RB;Mung beans (dry), PART-CONSUMED-ANALYSED = W/o pods;FOODON_03301775;A0152,A0455,A0629,A0704,A0730,A0757,A0831,B1395,C0133,E0150,F0003,G0003,H0138,J0116,K0003,M0001,N0001,P0024,Z0001;A0831;1;173;Tørrede bælgplanter;Dried pulses;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Havregryn, uspec.;Oats, rolled, average values;59;Avena sativa (Linnaeus, 1753);4498;A00DL#F28.A07GP$F28.A07KG;Oat rolled grains, wholemeal, PROCESS = Steaming, PROCESS = Drying (dehydration);FOODON_03307110;A0125,A0457,A0631,A0683,A0696,A0729,A0814,B1219,C0134,E0100,F0022,G0003,H0138,H0239,J0116,K0003,M0001,N0001,P0024,Z0001;A0814;1;28;Korn og gryn;Grain and groats;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rugmel, groft, fuldkornsrugmel;Rye flour, dark, wholemeal;60;Secale cereale (Linnaeus, 1753);4550;A003M;Rye flour, wholemeal;FOODON_03302492;A0149,A0457,A0631,A0696,A0729,A0761,A0813,B1313,C0133,E0117,F0003,G0003,H0138,J0116,K0003,M0120,N0039,P0024,Z0001;A0813;1;30;Mel og klid;Flour and bran;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Grahamsmel, fuldkornshvedemel;Wheat, flour, wholemeal;61;Triticum aestivum (Linnaeus, 1753);4565;A003Z;Graham flour;FOODON_00003317;A0149,A0457,A0631,A0693,A0729,A0761,A0813,B1312,C0133,E0117,F0003,G0003,H0138,J0116,K0003,M0120,N0039,P0024,Z0001;A0813;1;30;Mel og klid;Flour and bran;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ingefær, rod, rå;Ginger root, raw;62;Zingiber officinale (Roscoe, 1807);94328;A01AB#F20.A07QF;Ginger roots, PART-CONSUMED-ANALYSED = W/o peel;FOODON_03309840;A0113,A0455,A0629,A0653,A0705,A0731,A0857,A1252,B1265,C0239,E0150,F0003,G0003,H0003,J0001,K0003,M0001,N0001,P0024,Z0001;A0857;1;39;Rod- og knoldgrøntsager;Root and tuber vegetables;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Okra, rå;Okra, raw;63;Abelmoschus esculentus (Linnaeus, 1753) Moench (1794);455045;A00JF#F20.A07QH;Okra, PART-CONSUMED-ANALYSED = W/o stem;FOODON_03301828;A0152,A0455,A0629,A0650,A0705,A0731,A0826,B1241,C0169,E0150,F0003,G0003,H0003,J0001,K0003,M0001,N0001,P0024,Z0001;A0826;1;41;Frugt-grøntsager;Fruit -Vegetables;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Asparges, grønne, rå;Asparagus, green, raw;64;Asparagus officinalis (Linnaeus, 1753);4686;A00RT;Asparagus;FOODON_00003551;A0152,A0455,A0629,A0682,A0705,A0731,A0826,B1415,C0186,E0150,F0003,G0003,H0003,J0003,K0003,M0001,N0001,P0024,Z0001;A0826;1;40;Blad- og stængelgrøntsager;Leaf and stem vegetables;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fennikel, knold, rå;Fennel, bulb, raw;65;Foeniculum vulgare var. azoricum (Miller, 1768);2849586;A00SA#F20.A07RP$F20.A07QH$F20.A07RM;Florence fennels, PART-CONSUMED-ANALYSED = W/o roots, PART-CONSUMED-ANALYSED = W/o stem, PART-CONSUMED-ANALYSED = W/o tops;FOODON_03309953;A0152,A0455,A0629,A0650,A0705,A0731,A0826,B1262,C0101,E0150,F0003,G0003,H0003,J0003,K0003,M0001,N0001,P0024,Z0001;A0826;1;39;Rod- og knoldgrøntsager;Root and tuber vegetables;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mørksej, rå;Saithe, raw;66;Pollachius virens (Linnaeus, 1758);8060;A02CF#F21.A07RY$F03.A06HZ;Coalfish, PRODUCTION-METHOD = Wild or gathered or hunted, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters;FOODON_03309244 ;A0267,A0460,A0634,A0717,A0727,A0747,A0802,B1440,C0268,E0152,F0003,G0003,H0003,J0131,K0003,M0001,N0001,P0024,Z0001;A0802;1;70;Mager fisk;Lean fish;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Boghvede, hel, rå;Buckwheat, whole, raw;67;Fagopyrum esculentum (Moench, 1794);3617;A000N#F28.A07KG;Buckwheat, PROCESS = Drying (dehydration);FOODON_00004220;A0125,A0457,A0631,A0683,A0696,A0729,A0814,B1405,C0134,E0150,F0003,G0003,H0138,J0116,K0003,M0166,N0036,P0024,Z0001;A0814;0;28;Korn og gryn;Grain and groats;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aubergine, rå;Aubergine, raw;69;Solanum melongena (Linnaeus, 1753);4111;A00JD#F20.A07QH$F20.A07RM;Aubergines, PART-CONSUMED-ANALYSED = W/o stem, PART-CONSUMED-ANALYSED = W/o tops;FOODON_03309709;A0152,A0455,A0629,A0677,A0705,A0731,A0826,B1458,C0140,E0150,F0003,G0003,H0003,J0003,K0003,M0001,N0001,P0024,Z0001;A0826;1;41;Frugt-grøntsager;Fruit -Vegetables;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Appelsin, rå;Orange, raw;70;Citrus × sinensis (Linnaeus, 1753) (Osbeck, 1765);2711;A0DZB#F20.A07QF$F20.A07RD;Oranges, PART-CONSUMED-ANALYSED = W/o peel, PART-CONSUMED-ANALYSED = W/o seeds;FOODON_03309832;A0143,A0455,A0629,A0668,A0707,A0732,A0833,B1339,C0137,E0150,F0003,G0003,H0003,J0003,K0003,M0001,N0001,P0024,Z0001;A0833;1;52;Sydfrugt;Tropical or subtropical fruit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lammekød, kølle, uspec., rå;Lamb, leg, unspecified , raw;71;Ovis aries (Linnaeus, 1758);9940;A01RK#F07.A072Z$F20.A07QM;Lamb fresh meat, FAT-CONTENT = 12 % fat, PART-CONSUMED-ANALYSED = W/o bone;FOODON_03309498;A0150,A0459,A0633,A0714,A0726,A0737,A0794,B1669,C0266,E0150,F0003,G0003,H0003,J0131,K0003,M0001,N0001,P0024,Z0024;A0794;0;61;Fåre- og lammekød;Sheep and lamb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Torsk, filet, rå;Cod, fillet, raw;72;Gadus morhua (Linnaeus, 1758);8049;A02BX#F21.A07RY$F03.A06HZ;Cod, atlantic, PRODUCTION-METHOD = Wild or gathered or hunted, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters;FOODON_03308023 ;A0267,A0460,A0634,A0717,A0727,A0747,A0802,B1423,C0268,E0152,F0003,G0003,H0003,J0131,K0003,M0001,N0001,P0024,Z0001;A0802;1;70;Mager fisk;Lean fish;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Feta, 40+;Cheese, semihard, Feta, 40 % fidm;73;Bos taurus (Linnaeus, 1758);9913;A02RC#F07.A073J;Cheese, feta, FAT-CONTENT = 21 % fat;FOODON_00004108;A0168,A0452,A0626,A0720,A0724,A0775,A0785,B1201,C0245,E0151,F0001,G0003,H0107,H0367,J0131,K0003,M0001,N0001,P0024,Z0001;A0785;0;15;Halvfast løbeost;Semi-firm rennet cheese;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Grisekød, nakkekam med svær, rå;Pork, collar with rind, raw;74;Sus scrofa domesticus (Linnaeus, 1758);9825;A01RG#F07.A073L$F20.A07QM$F20.A07QQ;Pig fresh meat, FAT-CONTENT = 23 % fat, PART-CONSUMED-ANALYSED = W/o bone, PART-CONSUMED-ANALYSED = With skin;FOODON_03302735;A0150,A0459,A0633,A0714,A0726,A0737,A0794,B1136,C0267,E0150,F0003,G0003,H0003,J0131,K0003,M0001,N0001,P0024,Z0043;A0794;0;60;Grisekød (Svinekød);Pork;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Risengryn, grødris, brune, rå;Rice groats, brown, raw;76;Oryza sativa (Linnaeus, 1753);4530;A001E#F28.A07KG;Rice grain, brown, PROCESS = Drying (dehydration);FOODON_03301136;A0125,A0457,A0631,A0683,A0696,A0729,A0814,B1322,C0132,E0150,F0003,G0003,H0138,J0116,K0003,M0001,N0001,P0024,Z0001;A0814;0;28;Korn og gryn;Grain and groats;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sukker, stødt melis (sakkarose);Sugar, sucrose, white;77;Beta vulgaris var. vulgaris (Linnaeus, 1753;3555;A032K;Refined beet sugar;FOODON_03420157;A0118,A0462,A0636,A0662,A0697,A0733,A0836,B1370,C0157,E0143,F0014,G0003,H0138,J0116,K0003,M0001,N0001,P0024,Z0001;A0836;0;102;Sukker;Sugar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Grisefedt, afsmeltet, Raffinol;Lard, pork, refined, Raffinol;78;Sus scrofa domesticus (Linnaeus, 1758);9825;A037V#F28.A0BZT$F22.A07SH;Pork lard, PROCESS = Refining, PREPARATION-PRODUCTION-PLACE = Food industry prepared;FOODON_03302051;A0129,A0453,A0627,A0702,A0728,A0772,A0810,B1136,C0253,E0119,F0014,G0001,H0001,J0131,K0003,M0001,N0001,P0024,Z0001;A0810;0;93;Animalske fedtstoffer;Animal fats;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Grisefedt, afsmeltet;Lard, pork;79;Sus scrofa domesticus (Linnaeus, 1758);9825;A037V;Pork lard;FOODON_03302051;A0129,A0453,A0627,A0702,A0728,A0738,A0810,B1136,C0253,E0119,F0022,G0001,H0001,J0131,K0003,M0001,N0001,P0024,Z0001;A0810;0;93;Animalske fedtstoffer;Animal fats;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mineralvand, dansk vand o.lign.;Water, bottled, carbonated;81;NULL;NULL;A03DX;Carbonated bottled drinking water;FOODON_03307294;A0229,A0465,A0639,A0709,A0734,A0844,B1288,C0005,E0123,F0003,G0003,H0003,J0003,K0003,M0001,N0001,P0024;A0844;0;111;Vand og mineralvand;Water and carbonated drinks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fiskeolie, hydrogeneret;Fish oil, hydrogenated;85;NULL;NULL;A038M#F28.A07LT;Fish oil, PROCESS = Hydrogenation;FOODON_03306123;A0129,A0453,A0627,A0702,A0728,A0666,A0811,B1222,C0190,E0123,F0001,G0003,H0174,J0001,K0003,M0001,N0001,P0024,Z0001;A0811;0;93;Animalske fedtstoffer;Animal fats;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gås, kød og skind, rå;Goose, flesh and skin, raw;87;Anser anser (Linnaeus, 1758);8843;A01SS#F07.A073Z$F20.A07QM$F20.A07QP$F20.A07QQ;Goose fresh meat, FAT-CONTENT = 34 % fat, PART-CONSUMED-ANALYSED = W/o bone, PART-CONSUMED-ANALYSED = W/o entrails, PART-CONSUMED-ANALYSED = With skin;FOODON_03411253;A0273,A0459,A0633,A0715,A0726,A0741,A0795,B1253,C0267,E0150,F0003,G0003,H0003,J0131,K0003,M0001,N0001,P0024,Z0001;A0795;0;84;And og gås;Duck and goose;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kokosnød, rå;Nut, coco, raw;88;Cocos nucifera (Linnaeus, 1753);13894;A014K#F03.A0CEA$F20.A07QD;Coconuts, PHYSICAL-STATE = Solid (soft or hard), PART-CONSUMED-ANALYSED = W/o shell;FOODON_03306271;A0260,A0455,A0629,A0685,A0703,A0730,A0823,B1536,C0134,E0150,F0003,G0003,H0003,J0003,K0003,M0001,N0001,P0024,Z0001;A0823;0;53;Nødder;Nuts;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Snacks, ekspanderet, kartoffelbasis;Snacks, expanded, potatobasis;89;NULL;NULL;A0BYT;Potato crisps from dough;FOODON_03310054;A0228,A0466,A0640,A0663,A0706,A0731,A0868,B1218,C0240,E0100,F0014,G0025,H0138,H0173,H0221,H0268,J0116,J0100,K0032,M0144,N0017,P0024,Z0001,H0173,H0253,H0319;A0868;0;143;Chips og snacks;Potato chip and snacks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Salat, mayonnaise-, makrel-;Mackerel mayonnaise salad;90;NULL;NULL;A03XN#F04.A02CT$F04.A044X$F04.A00ZD;Seafood salad, INGREDIENT = Mackerel, INGREDIENT = Mayonnaise sauce, INGREDIENT = Tomato puree;FOODON_00002015;A0292,A0467,A0627,A0663,A0722,A0735,A0866,B1017,C0190,E0110,F0023,G0003,H0136,H0153,H0178,H0152,H0200,H0350,H0367,J0100,J0131,K0003,M0001,N0001,P0024,Z0001;A0867;0;130;Fede salater;Fatty salads;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Soja sauce;Soya sauce;92;NULL;NULL;A044R;Soy sauce;FOODON_03301115;A0263,A0463,A0637,A0663,A0722,A0735,A0858,B1452,C0133,E0123,F0014,G0003,H0331,J0135,K0003,M0001,N0001,P0024,Z0001;A0858;0;124;Bouillon, ekstrakter o.l.;Bouillon, extracts and the like;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ost, fast, 40+, alle typer;Cheese, firm, 40 % fidm., all varieties;94;Bos taurus (Linnaeus, 1758);9913;A02SV#F07.A073K;Firm/semi-hard cheese (gouda and edam type), FAT-CONTENT = 22 % fat;FOODON_00002231 ;A0312,A0452,A0626,A0720,A0724,A0775,A0785,B1201,C0245,E0151,F0001,G0003,H0101,H0253,H0367,J0104,J0131,K0003,M0001,N0001,P0024,Z0001;A0785;0;13;Fast løbeost;Firm rennet cheese;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ylette naturel;Ymer, low fat;95;Bos taurus (Linnaeus, 1758);9913;A02NG#F07.A06ZD;Yoghurt, cow milk, plain, FAT-CONTENT = 1.8 % fat;FOODON_00003184;A0148,A0452,A0626,A0721,A0724,A0740,A0783,B1201,C0235,E0103,F0018,G0003,H0107,H0164,H0247,J0131,J0135,K0003,M0142,N0017,P0024,Z0001;A0783;0;5;Syrnede mælkeprodukter;Fermented milk products;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mozzarella, 45+;Cheese, semihard, Mozzarella, 45 % fidm.;97;Bos taurus (Linnaeus, 1758);9913;A02QJ#F07.A073N;Mozzarella, FAT-CONTENT = 25 % fat;FOODON_00002231 ;A0281,A0281,A0312,A0452,A0626,A0720,A0724,A0775,A0785,B1201,C0245,E0151,F0001,G0003,H0101,H0253,H0367,J0104,J0131,K0003,M0001,N0001,P0024,Z0001;A0785;0;13;Fast løbeost;Firm rennet cheese;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smelteost, 45+;Cheese, processed, 45 % fidm.;98;NULL;NULL;A031A#F07.A073N;Processed cheese and spreads, FAT-CONTENT = 25 % fat;FOODON_03317214;A0282,A0452,A0626,A0720,A0724,A0776,A0787,B1201,C0245,E0119,F0022,G0003,H0119,H0306,H0367,J0131,K0003,M0001,N0001,P0024,Z0001;A0787;0;17;Smelteost;Processed cheese;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
And, kød og skind, rå;Duck, flesh and skin, raw;101;Anas platyrhynchos (Linnaeus, 1758);8839;A01SR#F07.A074E$F20.A07QM$F20.A07QP$F20.A07QQ;Duck fresh meat, FAT-CONTENT = 39 % fat, PART-CONSUMED-ANALYSED = W/o bone, PART-CONSUMED-ANALYSED = W/o entrails, PART-CONSUMED-ANALYSED = With skin;FOODON_03411316;A0273,A0459,A0633,A0715,A0726,A0741,A0795,B1316,C0267,E0150,F0003,G0003,H0003,J0131,K0003,M0001,N0001,P0024,Z0001;A0795;0;84;And og gås;Duck and goose;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sigtemel;Rye-flour, wheat-flour, bolted;102;NULL;NULL;A004S#F27.A001K$F27.A001N$F28.A07LB;Flour mix (like wheat/rye/barley/oats and other), SOURCE-COMMODITIES = Rye grain, SOURCE-COMMODITIES = Common wheat grain, PROCESS = Sifting;FOODON_03312051;A0149,A0457,A0631,A0696,A0729,A0761,A0813,B2352,C0132,E0106,F0003,G0003,H0138,H0319,J0116,K0003,M0120,N0039,P0024,Z0001;A0813;0;30;Mel og klid;Flour and bran;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Buddingpulver;Pudding powder;103;NULL;NULL;A16GC#F04.A002R$F04.A047B$F04.A042P;Preparations for dessert, INGREDIENT = Maize starch, INGREDIENT = Flavourings, INGREDIENT = Salt;FOODON_03310869;A0222,A0457,A0631,A0696,A0729,A0760,A0813,B1232,C0203,E0106,F0003,G0003,H0117,H0138,H0150,J0116,K0003,M0120,N0039,P0024,Z0001;A0813;0;132;Desserter;Desserts;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Havarti, 30+;Cheese, semihard, Havarti, 30 % fidm.;108;Bos taurus (Linnaeus, 1758);9913;A02SV#F07.A073G;Firm/semi-hard cheese (gouda and edam type), FAT-CONTENT = 19 % fat;FOODON_03303534;A0186,A0312,A0452,A0626,A0720,A0724,A0775,A0785,B1201,C0245,E0151,F0001,G0003,H0101,H0253,H0328,H0367,J0104,J0131,K0003,M0001,N0001,P0024,Z0001;A0785;0;13;Fast løbeost;Firm rennet cheese;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Danbo, 45+;Cheese, firm, Danbo, 45 % fidm.;109;Bos taurus (Linnaeus, 1758);9913;A02TQ#F07.A073N;Cheese, danbo, FAT-CONTENT = 25 % fat;FOODON_03310930;A0186,A0312,A0452,A0626,A0720,A0724,A0775,A0785,B1201,C0245,E0151,F0001,G0003,H0101,H0253,H0328,H0367,J0104,J0131,K0003,M0001,N0001,P0024,Z0001;A0785;0;13;Fast løbeost;Firm rennet cheese;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rullepølse, lammekød, pålæg;Lamb, flank, spiced, cooked;110;NULL;NULL;A025L#F28.A07KV$F07.A074B;Liver-type sausage, PROCESS = Slicing, FAT-CONTENT = 36 % fat;FOODON_03311839;A0150,A0459,A0633,A0667,A0714,A0726,A0798,B1669,C0103,E0147,F0014,G0012,H0349,H0151,H0367,J0100,J0131,J0120,K0003,M0001,N0001,P0024,Z0063;A0798;0;65;Pålægsvarer;Cold cuts;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Løg, ristede;Onions, chopped and deepfried;114;NULL;NULL;A00HC#F28.A07KY$F28.A07GV;Onions, PROCESS = Mincing / chopping / cutting, PROCESS = Deep frying;FOODON_03309591;A0152,A0455,A0629,A0662,A0705,A0731,A0827,B1300,C0240,E0152,F0014,G0005,H0138,J0116,K0003,M0001,N0001,P0024,Z0001;A0827;0;188;Andre grøntsagsprodukter;Other vegetable products;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Te, drikkeklar, uspec.;Tea, ready-to-drink;115;Camellia sinensis (Linnaeus, 1762) Kuntze (1887);4442;A03LB;Tea beverages;FOODON_00001245;A0268,A0465,A0639,A0662,A0710,A0734,A0845,B1623,C0200,E0123,F0014,G0014,H0148,H0230,J0116,K0003,M0001,N0001,P0024,Z0001;A0845;0;107;Kaffe, te og kakao;Coffee, tea and cocoa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kastanje, ægte, rå;Chestnut, raw;116;Castanea sativa (Miller, 1768);21020;A014J;Chestnuts;FOODON_00003091;A0260,A0455,A0629,A0685,A0703,A0730,A0823,B1544,C0134,E0150,F0003,G0003,H0003,J0003,K0003,M0001,N0001,P0024,Z0001;A0823;1;53;Nødder;Nuts;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kaffe, instant, drikkeklar;Coffee, instant, prepared with water;117;Coffea arabica (Linnaeus, 1753);13443;A03KE;Instant coffee (beverage);FOODON_03301035;A0268,A0465,A0639,A0662,A0710,A0734,A0845,B1305,C0132,E0123,F0014,G0012,H0138,H0148,J0130,K0032,M0132,N0040,P0024,Z0001;A0845;0;107;Kaffe, te og kakao;Coffee, tea and cocoa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Esrom, 45+;Cheese, semihard, Esrom, 45 % fidm.;118;Bos taurus (Linnaeus, 1758);9913;A02TX#F07.A073P;Cheese, esrom, FAT-CONTENT = 26 % fat;FOODON_03303533;A0186,A0312,A0452,A0626,A0720,A0724,A0775,A0785,B1201,C0245,E0151,F0001,G0003,H0101,H0253,H0367,J0104,J0131,K0003,M0001,N0001,P0024,Z0001;A0785;0;13;Fast løbeost;Firm rennet cheese;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Elbo, 40+;Cheese, firm, Elbo, 40 % fidm.;131;Bos taurus (Linnaeus, 1758);9913;A02SV#F07.A073L;Firm/semi-hard cheese (gouda and edam type), FAT-CONTENT = 23 % fat;FOODON_00001776;A0186,A0312,A0452,A0626,A0720,A0724,A0775,A0785,B1201,C0245,E0151,F0001,G0003,H0101,H0253,H0367,J0104,J0131,K0003,M0001,N0001,P0024,Z0001;A0785;0;13;Fast løbeost;Firm rennet cheese;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kartoffelchips, grove;Potato crisps, coarse;132;NULL;NULL;A0BYS#F10.A0CJK;Potato crisps from potato slices, QUALITATIVE-INFO = With added salt;FOODON_03310054;A0228,A0466,A0640,A0663,A0706,A0731,A0868,B1218,C0240,E0100,F0014,G0025,H0138,H0173,H0221,J0116,J0100,K0032,M0144,N0017,P0024,Z0001;A0868;0;143;Chips og snacks;Potato chip and snacks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Roquefort, 50+;Cheese, Roquefort, Danish, 50 % fidm.;136;Bos taurus (Linnaeus, 1758);9913;A030K#F07.A073T;Cheese, roquefort, FAT-CONTENT = 30 % fat;FOODON_03316725;A0168,A0313,A0452,A0626,A0720,A0724,A0775,A0785,B2610,C0245,E0151,F0001,G0003,H0107,H0253,H0331,H0367,J0104,J0131,K0003,M0001,N0001,P0024,Z0001;A0785;0;15;Halvfast løbeost;Semi-firm rennet cheese;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kaffe, instant, decaffeinated, drikkeklar;Coffee, instant, decaffeinated, prepared with water;137;Coffea arabica (Linnaeus, 1753);13443;A03KE#F10.A0CQH;Instant coffee (beverage), QUALITATIVE-INFO = Caffeine free;FOODON_03301035;A0268,A0465,A0639,A0662,A0710,A0734,A0845,B1305,C0132,E0123,F0014,G0012,H0138,H0140,H0148,J0130,K0032,M0132,N0040,P0024,Z0001;A0845;0;107;Kaffe, te og kakao;Coffee, tea and cocoa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Danablu 50+;Cheese, Danish Blue, 50 % fidm.;138;Bos taurus (Linnaeus, 1758);9913;A030B#F07.A073T;Firm-ripened blue mould-veined cheese, FAT-CONTENT = 30 % fat;FOODON_03316728;A0168,A0313,A0452,A0626,A0720,A0724,A0775,A0785,B1201,C0245,E0151,F0001,G0003,H0107,H0253,H0331,H0367,J0104,J0131,K0003,M0001,N0001,P0024,Z0001;A0785;0;15;Halvfast løbeost;Semi-firm rennet cheese;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
